영업상태명,도로명주소,사업장명,업태구분명,좌표정보(X),좌표정보(Y),카테고리_대,카태고리_소
영업/정상,서울특별시 강동구 구천면로 189 (천호동),이천일아울렛 천호점,그 밖의 대규모점포,211055.4862,448786.6974,생활/편의,그 밖의 대규모점포
영업/정상,서울특별시 강동구 천호대로162길 34 (성내동),이안강동주상복합상가,그 밖의 대규모점포,211238.6611,448150.5958,생활/편의,그 밖의 대규모점포
영업/정상,서울특별시 강동구 진황도로 99 (길동),강동한신휴플러스,그 밖의 대규모점포,212081.0199,448209.1248,생활/편의,그 밖의 대규모점포
영업/정상,서울특별시 강동구 양재대로 1571 (천호동),홈플러스 강동점,대형마트,212501.3691,449282.3104,생활/편의,대형마트
영업/정상,서울특별시 강동구 양재대로124길 32 (길동),동서울오네뜨상가,그 밖의 대규모점포,212624.8914,448937.8114,생활/편의,그 밖의 대규모점포
영업/정상,"서울특별시 강동구 천호대로 1005 (천호동, 현대백화점)",현대백화점 천호점,백화점,210929.9197,448537.4067,생활/편의,백화점
영업/정상,서울특별시 강동구 고덕로 276 (명일동),(주)이마트명일점,그 밖의 대규모점포,213700.8777,450278.1009,생활/편의,그 밖의 대규모점포
영업/정상,서울특별시 강동구  고덕로62길  55 (명일동),주양쇼핑,그 밖의 대규모점포,213493.9072,450038.8473,생활/편의,그 밖의 대규모점포
영업/정상,서울특별시 강동구 고덕로24길 50 (암사동),홈플러스(주) 익스프레스 암사점,구분없음,211868.2443,450020.3552,생활/편의,슈퍼마켓
영업/정상,서울특별시 강동구 풍성로 138 (성내동),홈플러스(주) 익스프레스 성내점,구분없음,211185.4977,447670.8521,생활/편의,슈퍼마켓
영업/정상,"서울특별시 강동구 명일로 375, 삼익그린맨션 지하1층 (명일동)",(주)이마트에브리데이 명일동점,구분없음,213048.6922,450124.1057,생활/편의,슈퍼마켓
영업/정상,서울특별시 강동구 양재대로 1486 (길동),홈플러스(주)익스프레스 길동점,구분없음,212349.3738,448466.1056,생활/편의,슈퍼마켓
영업/정상,서울특별시 강동구 올림픽로 528 (성내동),(주)농협유통 하나로마트 성내점,구분없음,210566.8756,447402.6297,생활/편의,슈퍼마켓
영업/정상,서울특별시 강동구 양재대로 1630 (명일동),(주)지에스리테일 명일점,구분없음,212676.1622,449910.8816,생활/편의,슈퍼마켓
영업/정상,서울특별시 강동구 성안로 176 (길동),롯데쇼핑㈜롯데슈퍼길동점,구분없음,211983.1816,448483.8891,생활/편의,슈퍼마켓
영업/정상,서울 강동구 고덕비즈밸리로 51,고덕비즈밸리 유통판매 복합시설,복합쇼핑몰,213847.9237,451564.47,생활/편의,복합쇼핑몰
영업/정상,서울특별시 강동구 진황도로 12 (천호동),천호코오롱상가,그 밖의 대규모점포,211279.0302,448548.8197,생활/편의,그 밖의 대규모점포
영업/정상,서울특별시 강동구 고덕로 276 이마트 명일점,신세계 이마트 명일점,대형마트,213700.8777,450278.1009,생활/편의,대형마트
영업/정상,서울특별시 강동구 고덕로27길 15-26,양지종합시장,시장,212082.0142,450348.7936,생활/편의,시장
영업/정상,"서울특별시 강동구 풍성로38길 9, 바로빌딩 1층 (성내동)",GS THE FRESH 강동성내점,구분없음,211027.5118,447708.2206,생활/편의,슈퍼마켓
영업/정상,서울특별시 강남구 도산대로 442 (청담동),하우스오브신세계 청담,백화점,203789.5881,446796.1283,생활/편의,백화점
영업/정상,"서울특별시 동작구 노들로2길 7, 노량진 드림스퀘어 복합빌딩 (노량진동)",노량진 드림스퀘어,그 밖의 대규모점포,194571.1524,445790.5499,생활/편의,그 밖의 대규모점포
영업/정상,서울특별시 은평구 통일로 850 (불광동),연서시장,그 밖의 대규모점포,193042.5193,457459.368,생활/편의,시장
영업/정상,"서울특별시 중랑구 중랑천로 200, 102,105,404호 (중화동, 리버센 SK VIEW 롯데캐슬)",이마트에브리데이 중화리버센SK점,대형마트,206612.1988,455630.4254,생활/편의,대형마트
영업/정상,서울특별시 강동구 진황도로 165 (둔촌동),롯데슈퍼 강동둔촌점,구분없음,212502.0584,447693.2204,생활/편의,슈퍼마켓
영업/정상,서울특별시 송파구 가락로 183 (송파동),한화 송파지점,그 밖의 대규모점포,210057.9121,444767.3676,생활/편의,그 밖의 대규모점포
영업/정상,"서울특별시 동대문구 장한로28가길 45, 희헌빌딩 (장안동)",GS THE FRESH 동대문장안점,구분없음,206341.5388,452530.0188,생활/편의,슈퍼마켓
영업/정상,"서울특별시 도봉구 도봉로150마길 34, 지하1층 B107~B126호 (방학동, 도봉 롯데캐슬 골든파크)",롯데슈퍼 도봉캐슬점,구분없음,203920.444,462830.4849,생활/편의,슈퍼마켓
영업/정상,서울특별시 도봉구 방학로 223 (방학동),롯데슈퍼 방학점,구분없음,202326.1758,462116.4086,생활/편의,슈퍼마켓
영업/정상,서울특별시 도봉구 도당로 10 (쌍문동),롯데슈퍼 쌍문점,쇼핑센터,203048.6693,461867.6479,생활/편의,쇼핑센터
영업/정상,서울특별시 은평구 통일로 842 (불광동),롯데쇼핑(주)롯데슈퍼범서점,그 밖의 대규모점포,193035.2791,457365.9117,생활/편의,그 밖의 대규모점포
영업/정상,"서울특별시 서대문구 신촌로 13, 아륭빌딩 (창천동)",롯데슈퍼 창천점,구분없음,193624.0149,450696.745,생활/편의,슈퍼마켓
영업/정상,"서울특별시 서대문구 거북골로 120(남가좌동, DMC센트레빌)",롯데슈퍼 남가좌점,복합쇼핑몰,192480.0294,452634.5577,생활/편의,복합쇼핑몰
영업/정상,서울특별시 성북구 월계로40길 7 (장위동),롯데슈퍼 장위점,구분없음,204208.6312,457844.348,생활/편의,슈퍼마켓
영업/정상,서울특별시 성북구 정릉로 307 (정릉동),롯데슈퍼 정릉점,구분없음,201548.4956,455659.8179,생활/편의,슈퍼마켓
영업/정상,"서울특별시 마포구 마포대로 109 (공덕동, 롯데캐슬프레지던트)",롯데프리미엄푸드마켓 공덕점,구분없음,195564.3758,449186.9333,생활/편의,슈퍼마켓
영업/정상,서울특별시 마포구 큰우물로 3 (대흥동),롯데슈퍼 대흥점,복합쇼핑몰,194648.7593,449239.3147,생활/편의,복합쇼핑몰
영업/정상,"서울특별시 노원구 공릉로 144 (공릉동, 공릉빌딩)",롯데쇼핑(주) 롯데슈퍼공릉점,구분없음,206952.4441,457814.5296,생활/편의,슈퍼마켓
영업/정상,서울특별시 동대문구 이문로 120 (이문동),GS THE FRESH 이문파크자이점,구분없음,205541.2119,455132.6051,생활/편의,슈퍼마켓
영업/정상,서울특별시 강서구 방화대로34길 83 (방화동),롯데쇼핑(주)롯데슈퍼 방화점,구분없음,184102.7825,452097.3701,생활/편의,슈퍼마켓
영업/정상,"서울특별시 서초구 서초대로38길 12 (서초동, 마제스타시티, 힐스테이트 서리풀)",롯데쇼핑(주) 롯데마트 서초점,복합쇼핑몰,200440.0108,443124.6714,생활/편의,복합쇼핑몰
영업/정상,서울특별시 강서구 강서로 43 (화곡동),롯데쇼핑(주)롯데슈퍼화곡점,구분없음,186366.0134,447719.8367,생활/편의,슈퍼마켓
영업/정상,서울특별시 강북구 삼양로 247 (미아동),롯데쇼핑(주) 롯데마트 삼양점,복합쇼핑몰,201494.6273,458136.3423,생활/편의,복합쇼핑몰
영업/정상,서울특별시 강북구 도봉로 62 (미아동),롯데백화점 미아점,복합쇼핑몰,202625.6463,456875.974,생활/편의,복합쇼핑몰
영업/정상,서울특별시 중구 남대문로 81 (소공동),롯데백화점 본점,백화점,198259.6536,451392.1982,생활/편의,백화점
영업/정상,"서울특별시 송파구 가락로 183, 1층 6,7호 (송파동)",롯데쇼핑(주)롯데슈퍼송파점,구분없음,210057.9121,444767.3676,생활/편의,슈퍼마켓
영업/정상,서울특별시  봉천로 209,롯데쇼핑(주) 관악점,복합쇼핑몰,193301.8858,443151.5613,생활/편의,복합쇼핑몰
영업/정상,서울특별시 종로구 종로 272 (종로6가),동대문종합시장 신관,복합쇼핑몰,200647.0133,452054.7649,생활/편의,복합쇼핑몰
영업/정상,서울특별시 영등포구 신길로 41 (대림동),썬프라자,쇼핑센터,191800.7282,443809.7739,생활/편의,쇼핑센터
영업/정상,서울특별시 동대문구 한천로46길 42 (장안동),롯데쇼핑(주) 롯데슈퍼 장안점,복합쇼핑몰,206176.1786,453248.0972,생활/편의,복합쇼핑몰
영업/정상,서울특별시 송파구 석촌호수로 61 (잠실동),롯데쇼핑(주)롯데슈퍼잠실3동점,구분없음,207553.9182,445383.338,생활/편의,슈퍼마켓
영업/정상,서울특별시 송파구 올림픽로 111 (잠실동),롯데쇼핑(주)롯데슈퍼신천점,구분없음,207270.219,445550.2772,생활/편의,슈퍼마켓
영업/정상,"서울특별시 송파구 올림픽로 300, 롯데월드타워앤드롯데월드몰 (신천동)",롯데쇼핑(주) 롯데마트 월드타워점,대형마트,209074.9008,445657.8093,생활/편의,대형마트
영업/정상,서울특별시 중구 청파로 426 (봉래동2가),롯데쇼핑(주)롯데마트 제타플렉스 서울역점,대형마트,197242.9948,450658.9479,생활/편의,대형마트
영업/정상,"서울특별시 서초구 잠원로 37-6 (잠원동, 뉴코아백화점빌딩)",뉴코아백화점,백화점,200367.985,445207.6635,생활/편의,백화점
영업/정상,서울특별시 광진구 광나루로56길 85 (구의동),롯데쇼핑(주)롯데마트 강변점,대형마트,208394.4164,448165.28,생활/편의,대형마트
영업/정상,"서울특별시 서초구 잠원로 51, 뉴코아백화점 (잠원동)",(주)이랜드리테일 강남점,대형마트,200576.6086,445241.8984,생활/편의,대형마트
영업/정상,"서울특별시 금천구 두산로 71, 롯데마트 맥스 금천점 (독산동)",롯데쇼핑(주) 롯데마트맥스 금천점,복합쇼핑몰,190704.9043,440940.3844,생활/편의,복합쇼핑몰
영업/정상,서울특별시 영등포구 양평로 47 (당산동5가),이랜드리테일 당산점,그 밖의 대규모점포,191177.5845,447965.6455,생활/편의,그 밖의 대규모점포
영업/정상,서울특별시 송파구 올림픽로 203 (잠실동),잠실중앙상가,그 밖의 대규모점포,208187.6235,445589.7186,생활/편의,그 밖의 대규모점포
